ID	FORM_ID	DOCULECT	DOCULECT_ID	CONCEPT	CONCEPT_ID	VALUE	FORM	BORROWING
108331	176-4-230-1	Spanish	176	nose	4-230	nariz	nariz	
108332	176-4-231-1	Spanish	176	nostril	4-231	ventana de la nariz	ventana de la nariz	
108333	176-4-232-1	Spanish	176	mucus (nasal)	4-232	moco	moco	
108334	176-4-240-1	Spanish	176	mouth	4-240	boca	boca	
108335	176-4-241-1	Spanish	176	beak	4-241	pico	pico	
108336	176-4-250-1	Spanish	176	lip	4-250	labio	labio	
108337	176-4-260-1	Spanish	176	tongue	4-260	lengua	lengua	
108338	176-4-270-1	Spanish	176	tooth	4-270	diente	diente	
108339	176-4-271-1	Spanish	176	gums	4-271	encías	encías	
108340	176-4-272-1	Spanish	176	molartooth	4-272	molar, muela	molar	
108341	176-4-272-2	Spanish	176	molartooth	4-272	molar, muela	muela	
108342	176-4-280-1	Spanish	176	neck	4-280	cuello	cuello	
108343	176-4-281-1	Spanish	176	nape of neck	4-281	nuca	nuca	
108344	176-4-290-1	Spanish	176	throat	4-290	garganta	garganta	
108345	176-4-300-1	Spanish	176	shoulder	4-300	hombro	hombro	
108346	176-4-301-1	Spanish	176	shoulderblade	4-301	escápula; omóplato	escápula	
108347	176-4-301-2	Spanish	176	shoulderblade	4-301	escápula; omóplato	omóplato	
108348	176-4-302-1	Spanish	176	collarbone	4-302	clavícula	clavícula	
108349	176-4-310-1	Spanish	176	arm	4-310	brazo	brazo	
108350	176-4-312-1	Spanish	176	armpit	4-312	sobaco; axila	sobaco	
108351	176-4-312-2	Spanish	176	armpit	4-312	sobaco; axila	axila	
108352	176-4-320-1	Spanish	176	elbow	4-320	codo	codo	
108353	176-4-321-1	Spanish	176	wrist	4-321	muɲeca	muɲeca	
108354	176-4-330-1	Spanish	176	hand	4-330	mano	mano	
108355	176-4-331-1	Spanish	176	palm of hand	4-331	palma de la mano	palma de la mano	
108356	176-4-340-1	Spanish	176	finger	4-340	dedo	dedo	
108357	176-4-342-1	Spanish	176	thumb	4-342	pulgar	pulgar	
108358	176-4-344-1	Spanish	176	fingernail	4-344	uɲa	uɲa	
108359	176-4-345-1	Spanish	176	claw	4-345	garra	garra	
108360	176-4-350-1	Spanish	176	leg	4-350	pierna; pata	pierna	
108361	176-4-350-2	Spanish	176	leg	4-350	pierna; pata	pata	
108362	176-4-351-1	Spanish	176	thigh	4-351	muslo	muslo	
108363	176-4-352-1	Spanish	176	calf of leg	4-352	pantorrilla	pantorrilla	
108364	176-4-360-1	Spanish	176	knee	4-360	rodilla	rodilla	
108365	176-4-370-1	Spanish	176	foot	4-370	pie	pie	
108366	176-4-371-1	Spanish	176	ankle	4-371	tobillo	tobillo	
108367	176-4-372-1	Spanish	176	heel	4-372	talón	talón	
108368	176-4-374-1	Spanish	176	footprint	4-374	huella	huella	
108369	176-4-380-1	Spanish	176	toe	4-380	dedo del pie	dedo del pie	
108370	176-4-392-1	Spanish	176	wing	4-392	ala	ala	
108371	176-4-393-1	Spanish	176	feather	4-393	pluma	pluma	
108372	176-4-400-1	Spanish	176	chest	4-400	pecho	pecho	
108373	176-4-410-1	Spanish	176	breast (of woman)	4-410	seno	seno	
108374	176-4-412-1	Spanish	176	nipple, teat	4-412	pezón; teta	pezón	
108375	176-4-412-2	Spanish	176	nipple, teat	4-412	pezón; teta	teta	
108376	176-4-420-1	Spanish	176	udder	4-420	ubre	ubre	
108377	176-4-430-1	Spanish	176	navel	4-430	ombligo	ombligo	
108378	176-4-440-1	Spanish	176	heart	4-440	corazón	corazón	
108379	176-4-441-1	Spanish	176	lung	4-441	pulmón	pulmón	
108380	176-4-450-1	Spanish	176	liver	4-450	hígado	hígado	
108381	176-4-451-1	Spanish	176	kidney	4-451	riɲón	riɲón	
108382	176-4-452-1	Spanish	176	spleen	4-452	bazo	bazo	
108383	176-4-460-1	Spanish	176	stomach	4-460	estómago; barriga	estómago	
108384	176-4-460-2	Spanish	176	stomach	4-460	estómago; barriga	barriga	
108385	176-4-461-1	Spanish	176	intestines, guts	4-461	intestinos; tripas	intestinos	
108386	176-4-461-2	Spanish	176	intestines, guts	4-461	intestinos; tripas	tripas	
108387	176-4-462-1	Spanish	176	waist	4-462	cintura	cintura	
108388	176-4-463-1	Spanish	176	hip	4-463	cadera	cadera	
108389	176-4-464-1	Spanish	176	buttocks	4-464	nalgas; trasero	nalgas	
108390	176-4-464-2	Spanish	176	buttocks	4-464	nalgas; trasero	trasero	
108391	176-4-470-1	Spanish	176	womb	4-470	matriz; vientre	matriz	
108392	176-4-470-2	Spanish	176	womb	4-470	matriz; vientre	vientre	
108393	176-4-490-1	Spanish	176	testicle	4-490	testículo	testículo	
108394	176-4-492-1	Spanish	176	penis	4-492	pene	pene	
108395	176-4-510-1	Spanish	176	breathe, breath	4-510	respirar; aliento	respirar	
108396	176-4-510-2	Spanish	176	breathe, breath	4-510	respirar; aliento	aliento	
108397	176-4-520-1	Spanish	176	yawn, gape	4-520	bostezar	bostezar	
108398	176-4-521-1	Spanish	176	hiccough	4-521	tener hipo	tener hipo	
108399	176-4-530-1	Spanish	176	cough	4-530	toser	toser	
108400	176-4-540-1	Spanish	176	sneeze	4-540	estornudar	estornudar	
108401	176-4-550-1	Spanish	176	perspire	4-550	sudar	sudar	
108402	176-4-560-1	Spanish	176	spit	4-560	escupir, saliva	escupir	
108403	176-4-560-2	Spanish	176	spit	4-560	escupir, saliva	saliva	
108404	176-4-570-1	Spanish	176	vomit	4-570	vomitar	vomitar	
108405	176-4-580-1	Spanish	176	bite	4-580	morder	morder	
108406	176-4-590-1	Spanish	176	lick	4-590	lamer	lamer	
108407	176-4-591-1	Spanish	176	dribble	4-591	gotear; babear	gotear	
108408	176-4-591-2	Spanish	176	dribble	4-591	gotear; babear	babear	
108409	176-4-610-1	Spanish	176	sleep	4-610	dormir	dormir	
108410	176-4-612-1	Spanish	176	snore	4-612	roncar	roncar	
108411	176-4-620-1	Spanish	176	dream	4-620	soɲar	soɲar	
108412	176-4-630-1	Spanish	176	wake up	4-630	despertarse	despertarse	
108413	176-4-640-1	Spanish	176	break wind	4-640	ventosear; flato	ventosear	
108414	176-4-640-2	Spanish	176	break wind	4-640	ventosear; flato	flato	
108415	176-4-650-1	Spanish	176	urinate	4-650	orinar; mear	orinar	
108416	176-4-650-2	Spanish	176	urinate	4-650	orinar; mear	mear	
108417	176-4-660-1	Spanish	176	defecate	4-660	defecar; excremento	defecar	
108418	176-4-660-2	Spanish	176	defecate	4-660	defecar; excremento	excremento	
108419	176-4-670-1	Spanish	176	have sexual intercourse	4-670	tener relaciones sexuales	tener relaciones sexuales	
108420	176-4-680-1	Spanish	176	shiver	4-680	temblar	temblar	
108421	176-4-690-1	Spanish	176	bathe	4-690	baɲar(se)	baɲar	
108422	176-4-710-1	Spanish	176	beget (of father)	4-710	engendrar; procrear	engendrar	
108423	176-4-710-2	Spanish	176	beget (of father)	4-710	engendrar; procrear	procrear	
108424	176-4-720-1	Spanish	176	born (to be)	4-720	nacer	nacer	
108425	176-4-730-1	Spanish	176	pregnant	4-730	embarazada; preɲada	embarazada	
108426	176-4-730-2	Spanish	176	pregnant	4-730	embarazada; preɲada	preɲada	
108427	176-4-732-1	Spanish	176	conceive	4-732	concebir	concebir	
108428	176-4-740-1	Spanish	176	live, living, life	4-740	vivir, vivo, vida	vivir	
108429	176-4-740-2	Spanish	176	live, living, life	4-740	vivir, vivo, vida	vivo	
108430	176-4-740-3	Spanish	176	live, living, life	4-740	vivir, vivo, vida	vida	
108431	176-4-750-1	Spanish	176	die, dead	4-750	morir, muerto	morir	
108432	176-4-750-2	Spanish	176	die, dead	4-750	morir, muerto	muerto	
108433	176-4-751-1	Spanish	176	drowned	4-751	ahogado	ahogado	
108434	176-4-760-1	Spanish	176	kill	4-760	matar	matar	
108435	176-4-770-1	Spanish	176	corpse	4-770	cadáver	cadáver	
108436	176-4-780-1	Spanish	176	bury (the dead)	4-780	enterrar; sepultar	enterrar	
108437	176-4-780-2	Spanish	176	bury (the dead)	4-780	enterrar; sepultar	sepultar	
108438	176-4-790-1	Spanish	176	grave, tomb	4-790	sepulcro; tumba	sepulcro	
108439	176-4-790-2	Spanish	176	grave, tomb	4-790	sepulcro; tumba	tumba	
108440	176-4-810-1	Spanish	176	strong, mighty, powerful	4-810	fuerte; poderoso	fuerte	
108441	176-4-810-2	Spanish	176	strong, mighty, powerful	4-810	fuerte; poderoso	poderoso	
108442	176-4-820-1	Spanish	176	weak	4-820	débil	débil	
108443	176-4-830-1	Spanish	176	well, health	4-830	sano; salud	sano	
108444	176-4-830-2	Spanish	176	well, health	4-830	sano; salud	salud	
108445	176-4-840-1	Spanish	176	sick, sickness	4-840	enfermo, enfermedad	enfermo	
108446	176-4-840-2	Spanish	176	sick, sickness	4-840	enfermo, enfermedad	enfermedad	
108447	176-4-841-1	Spanish	176	fever	4-841	fiebre	fiebre	
108448	176-4-842-1	Spanish	176	goiter	4-842	bocio; coto	bocio	
108449	176-4-842-2	Spanish	176	goiter	4-842	bocio; coto	coto	
108450	176-4-843-1	Spanish	176	cold (catarrh)	4-843	catarro; resfriado	catarro	
108451	176-4-843-2	Spanish	176	cold (catarrh)	4-843	catarro; resfriado	resfriado	
108452	176-4-850-1	Spanish	176	wound, sore	4-850	herida; llaga	herida	
108453	176-4-850-2	Spanish	176	wound, sore	4-850	herida; llaga	llaga	
108454	176-4-852-1	Spanish	176	bruise	4-852	cardenal; magulladura; contusión	cardenal	
108455	176-4-852-2	Spanish	176	bruise	4-852	cardenal; magulladura; contusión	magulladura	
108456	176-4-852-3	Spanish	176	bruise	4-852	cardenal; magulladura; contusión	contusión	
108457	176-4-853-1	Spanish	176	swelling	4-853	hinchazón	hinchazón	
108458	176-4-854-1	Spanish	176	itch	4-854	comezón	comezón	
108459	176-4-855-1	Spanish	176	blister	4-855	ampolla	ampolla	
108460	176-4-856-1	Spanish	176	boil (noun)	4-856	furúnculo, forúnculo	furúnculo	
108461	176-4-856-2	Spanish	176	boil (noun)	4-856	furúnculo, forúnculo	forúnculo	
108462	176-4-857-1	Spanish	176	pus	4-857	pus	pus	
108463	176-4-858-1	Spanish	176	scar	4-858	cicatriz	cicatriz	
108464	176-4-860-1	Spanish	176	cure, heal	4-860	sanar; curar	sanar	
108465	176-4-860-2	Spanish	176	cure, heal	4-860	sanar; curar	curar	
108466	176-4-870-1	Spanish	176	physician	4-870	doctor; médico	doctor	
108467	176-4-870-2	Spanish	176	physician	4-870	doctor; médico	médico	
108468	176-4-880-1	Spanish	176	medicine, drug	4-880	medicina; remedio	medicina	
108469	176-4-880-2	Spanish	176	medicine, drug	4-880	medicina; remedio	remedio	
108470	176-4-890-1	Spanish	176	poison	4-890	veneno	veneno	
108471	176-4-910-1	Spanish	176	tired, weary	4-910	cansado	cansado	
108472	176-4-912-1	Spanish	176	rest	4-912	descansar	descansar	
108473	176-4-920-1	Spanish	176	lazy	4-920	perezoso, flojo	perezoso	
108474	176-4-920-2	Spanish	176	lazy	4-920	perezoso, flojo	flojo	
108475	176-4-930-1	Spanish	176	bald	4-930	calvo; pelado	calvo	
108476	176-4-930-2	Spanish	176	bald	4-930	calvo; pelado	pelado	
108477	176-4-940-1	Spanish	176	lame	4-940	lisiado	lisiado	
108478	176-4-950-1	Spanish	176	deaf	4-950	sordo	sordo	
108479	176-4-960-1	Spanish	176	mute	4-960	mudo	mudo	
108480	176-4-970-1	Spanish	176	blind	4-970	ciego	ciego	
108481	176-4-980-1	Spanish	176	intoxicated	4-980	ebrio; embriagado	ebrio	
108482	176-4-980-2	Spanish	176	intoxicated	4-980	ebrio; embriagado	embriagado	
108483	176-4-990-1	Spanish	176	naked, bare	4-990	desnudo	desnudo	
108484	176-5-110-1	Spanish	176	eat	5-110	comer	comer	
108485	176-5-120-1	Spanish	176	food	5-120	comida; alimento	comida	
108486	176-5-120-2	Spanish	176	food	5-120	comida; alimento	alimento	
108487	176-5-121-1	Spanish	176	cooked	5-121	cocido, cocinado	cocido	
108488	176-5-121-2	Spanish	176	cooked	5-121	cocido, cocinado	cocinado	
108489	176-5-122-1	Spanish	176	raw	5-122	crudo	crudo	
108490	176-5-123-1	Spanish	176	ripe	5-123	maduro	maduro	
108491	176-5-124-1	Spanish	176	green, unripe	5-124	inmaduro, no maduro; verde	inmaduro	
108492	176-5-124-2	Spanish	176	green, unripe	5-124	inmaduro, no maduro; verde	no maduro	
108493	176-5-124-3	Spanish	176	green, unripe	5-124	inmaduro, no maduro; verde	verde	
108494	176-5-125-1	Spanish	176	rotten	5-125	podrido	podrido	
108495	176-5-130-1	Spanish	176	drink	5-130	beber	beber	
108496	176-5-140-1	Spanish	176	hunger	5-140	hambre	hambre	
108497	176-5-141-1	Spanish	176	famine	5-141	hambre	hambre	
108498	176-5-150-1	Spanish	176	thirst	5-150	sed	sed	
108499	176-5-160-1	Spanish	176	suck	5-160	chupar	chupar	
108500	176-5-180-1	Spanish	176	chew	5-180	masticar; mascar	masticar	
108501	176-5-180-2	Spanish	176	chew	5-180	masticar; mascar	mascar	
108502	176-5-181-1	Spanish	176	swallow	5-181	tragar	tragar	
108503	176-5-190-1	Spanish	176	choke	5-190	sofocar	sofocar	
108504	176-5-210-1	Spanish	176	cook	5-210	cocinar	cocinar	
108505	176-5-220-1	Spanish	176	boil (vb)	5-220	hervir	hervir	
108506	176-5-230-1	Spanish	176	roast, fry	5-230	asar; freír	asar	
108507	176-5-230-2	Spanish	176	roast, fry	5-230	asar; freír	freír	
108508	176-5-240-1	Spanish	176	bake	5-240	hornear	hornear	
108509	176-5-250-1	Spanish	176	oven	5-250	horno	horno	
108510	176-5-260-1	Spanish	176	pot, cooking vessel	5-260	olla	olla	
108511	176-5-270-1	Spanish	176	kettle	5-270	caldera	caldera	
108512	176-5-280-1	Spanish	176	pan	5-280	cacerola; cazuela	cacerola	
108513	176-5-280-2	Spanish	176	pan	5-280	cacerola; cazuela	cazuela	
108514	176-5-310-1	Spanish	176	dish	5-310	plato; fuente	plato	
108515	176-5-310-2	Spanish	176	dish	5-310	plato; fuente	fuente	
108516	176-5-320-1	Spanish	176	plate	5-320	plato	plato	
108517	176-5-330-1	Spanish	176	bowl	5-330	tazón	tazón	
108518	176-5-340-1	Spanish	176	pitcher, jug	5-340	cántaro; jarro	cántaro	
108519	176-5-340-2	Spanish	176	pitcher, jug	5-340	cántaro; jarro	jarro	
108520	176-5-350-1	Spanish	176	cup, drinking vessel	5-350	taza; copa	taza	
108521	176-5-350-2	Spanish	176	cup, drinking vessel	5-350	taza; copa	copa	
108522	176-5-360-1	Spanish	176	saucer	5-360	platillo	platillo	
108523	176-5-370-1	Spanish	176	spoon	5-370	cuchara	cuchara	
108524	176-5-380-1	Spanish	176	knife (2)	5-380	cuchillo	cuchillo	
108525	176-5-390-1	Spanish	176	fork (2)	5-390	tenedor	tenedor	
108526	176-5-391-1	Spanish	176	tongs	5-391	tenazas	tenazas	
108527	176-5-410-1	Spanish	176	meal (a)	5-410	comida	comida	
108528	176-5-420-1	Spanish	176	breakfast	5-420	desayuno	desayuno	
108529	176-5-430-1	Spanish	176	lunch	5-430	almuerzo	almuerzo	
108530	176-5-440-1	Spanish	176	dinner	5-440	comida	comida	
108531	176-5-450-1	Spanish	176	supper	5-450	cena	cena	
108532	176-5-460-1	Spanish	176	peel	5-460	pelar	pelar	
108533	176-5-470-1	Spanish	176	sieve, strain	5-470	cribar; colar; cerner	cribar	
108534	176-5-470-2	Spanish	176	sieve, strain	5-470	cribar; colar; cerner	colar	
108535	176-5-470-3	Spanish	176	sieve, strain	5-470	cribar; colar; cerner	cerner	
108536	176-5-480-1	Spanish	176	scrape	5-480	raspar; rallar	raspar	
108537	176-5-480-2	Spanish	176	scrape	5-480	raspar; rallar	rallar	
108538	176-5-490-1	Spanish	176	stir, mix	5-490	mezclar; mixturar	mezclar	
108539	176-5-490-2	Spanish	176	stir, mix	5-490	mezclar; mixturar	mixturar	
108540	176-5-510-1	Spanish	176	bread	5-510	pan	pan	
108541	176-5-530-1	Spanish	176	dough	5-530	masa	masa	
108542	176-5-540-1	Spanish	176	knead	5-540	amasar	amasar	
108543	176-5-550-1	Spanish	176	meal, flour	5-550	harina	harina	
108544	176-5-560-1	Spanish	176	crush, grind	5-560	aplastar; moler	aplastar	
108545	176-5-560-2	Spanish	176	crush, grind	5-560	aplastar; moler	moler	
108546	176-5-570-1	Spanish	176	mill	5-570	molino	molino	
108547	176-5-580-1	Spanish	176	mortar (2)	5-580	mortero	mortero	
108548	176-5-590-1	Spanish	176	pestle	5-590	mano de mortero	mano de mortero	
108549	176-5-610-1	Spanish	176	meat	5-610	carne	carne	
108550	176-5-630-1	Spanish	176	sausage	5-630	salchicha	salchicha	
108551	176-5-640-1	Spanish	176	soup, broth	5-640	sopa	sopa	
108552	176-5-650-1	Spanish	176	vegetables	5-650	legumbres	legumbres	
108553	176-5-660-1	Spanish	176	bean	5-660	frijol; poroto	frijol	
108554	176-5-660-2	Spanish	176	bean	5-660	frijol; poroto	poroto	
108555	176-5-700-1	Spanish	176	potato	5-700	papa	papa	
108556	176-5-710-1	Spanish	176	fruit	5-710	fruta	fruta	
108557	176-5-712-1	Spanish	176	bunch	5-712	racimo	racimo	
108558	176-5-750-1	Spanish	176	fig	5-750	higo	higo	
108559	176-5-760-1	Spanish	176	grape	5-760	uva	uva	
108560	176-5-770-1	Spanish	176	nut	5-770	nuez	nuez	
108561	176-5-780-1	Spanish	176	olive	5-780	aceituna; oliva	aceituna	
108562	176-5-780-2	Spanish	176	olive	5-780	aceituna; oliva	oliva	
108563	176-5-790-1	Spanish	176	oil	5-790	aceite	aceite	
108564	176-5-791-1	Spanish	176	grease, fat	5-791	grasa	grasa	
108565	176-5-810-1	Spanish	176	salt	5-810	sal	sal	
108566	176-5-820-1	Spanish	176	pepper	5-820	pimienta	pimienta	
108567	176-5-821-1	Spanish	176	chili pepper	5-821	ají	ají	
108568	176-5-840-1	Spanish	176	honey	5-840	miel	miel	
108569	176-5-850-1	Spanish	176	sugar	5-850	azúcar	azúcar	
108570	176-5-860-1	Spanish	176	milk (noun)	5-860	leche	leche	
108571	176-5-870-1	Spanish	176	milk (vb)	5-870	ordeɲar	ordeɲar	
108572	176-5-880-1	Spanish	176	cheese	5-880	queso	queso	
108573	176-5-890-1	Spanish	176	butter	5-890	mantequilla; manteca	mantequilla	
108574	176-5-890-2	Spanish	176	butter	5-890	mantequilla; manteca	manteca	
108575	176-5-900-1	Spanish	176	beverage, drink	5-900	bebida	bebida	
108576	176-5-910-1	Spanish	176	mead	5-910	aguamiel	aguamiel	
108577	176-5-920-1	Spanish	176	wine	5-920	vino	vino	
108578	176-5-930-1	Spanish	176	beer	5-930	cerveza	cerveza	
108579	176-5-940-1	Spanish	176	fermented drink	5-940	bebida fermentada	bebida fermentada	
108580	176-5-970-1	Spanish	176	egg	5-970	huevo	huevo	
108581	176-5-971-1	Spanish	176	egg yolk	5-971	yema	yema	
108582	176-6-110-1	Spanish	176	put on (clothes)	6-110	vestirse	vestirse	
108583	176-6-120-1	Spanish	176	clothing, clothes	6-120	ropa	ropa	
108584	176-6-130-1	Spanish	176	tailor	6-130	sastre	sastre	
108585	176-6-210-1	Spanish	176	cloth	6-210	tela	tela	
108586	176-6-220-1	Spanish	176	wool	6-220	lana	lana	
108587	176-6-230-1	Spanish	176	linen, flax	6-230	lino	lino	
108588	176-6-240-1	Spanish	176	cotton	6-240	algodón	algodón	
108589	176-6-250-1	Spanish	176	silk	6-250	seda	seda	
108590	176-6-270-1	Spanish	176	felt	6-270	fieltro	fieltro	
108591	176-6-280-1	Spanish	176	fur	6-280	piel	piel	
108592	176-6-290-1	Spanish	176	leather	6-290	cuero; piel	cuero	
108593	176-6-290-2	Spanish	176	leather	6-290	cuero; piel	piel	
108594	176-6-310-1	Spanish	176	spin	6-310	hilar	hilar	
108595	176-6-320-1	Spanish	176	spindle	6-320	huso	huso	
108596	176-6-330-1	Spanish	176	weave	6-330	tejer	tejer	
108597	176-6-340-1	Spanish	176	loom	6-340	telar	telar	
108598	176-6-350-1	Spanish	176	sew	6-350	coser	coser	
108599	176-6-360-1	Spanish	176	needle	6-360	aguja	aguja	
108600	176-6-370-1	Spanish	176	awl	6-370	punzón	punzón	
108601	176-6-380-1	Spanish	176	thread	6-380	hilo	hilo	
108602	176-6-390-1	Spanish	176	dye	6-390	teɲir	teɲir	
108603	176-6-410-1	Spanish	176	cloak	6-410	capa; manta	capa	
108604	176-6-410-2	Spanish	176	cloak	6-410	capa; manta	manta	
108605	176-6-411-1	Spanish	176	poncho	6-411	poncho; ruana	poncho	
108606	176-6-411-2	Spanish	176	poncho	6-411	poncho; ruana	ruana	
108607	176-6-420-1	Spanish	176	woman's dress	6-420	vestido	vestido	
108608	176-6-430-1	Spanish	176	coat	6-430	abrigo; saco	abrigo	
108609	176-6-430-2	Spanish	176	coat	6-430	abrigo; saco	saco	
108610	176-6-440-1	Spanish	176	shirt	6-440	camisa	camisa	
108611	176-6-450-1	Spanish	176	collar	6-450	cuello	cuello	
108612	176-6-460-1	Spanish	176	skirt	6-460	falda	falda	
108613	176-6-461-1	Spanish	176	grass-skirt	6-461	falda de hierbas	falda de hierbas	
108614	176-6-480-1	Spanish	176	trousers	6-480	pantalones; calzones	pantalones	
108615	176-6-480-2	Spanish	176	trousers	6-480	pantalones; calzones	calzones	
108616	176-6-490-1	Spanish	176	stocking, sock	6-490	media; calcetín	media	
108617	176-6-490-2	Spanish	176	stocking, sock	6-490	media; calcetín	calcetín	
108618	176-6-510-1	Spanish	176	shoe	6-510	zapato	zapato	
108619	176-6-520-1	Spanish	176	boot	6-520	bota	bota	
108620	176-6-540-1	Spanish	176	shoemaker, cobbler	6-540	zapatero	zapatero	
108621	176-6-550-1	Spanish	176	hat, cap	6-550	sombrero; gorro	sombrero	
108622	176-6-550-2	Spanish	176	hat, cap	6-550	sombrero; gorro	gorro	
108623	176-6-570-1	Spanish	176	belt, girdle	6-570	cinturón; faja	cinturón	
108624	176-6-570-2	Spanish	176	belt, girdle	6-570	cinturón; faja	faja	
108625	176-6-580-1	Spanish	176	glove	6-580	guante	guante	
108626	176-6-590-1	Spanish	176	veil	6-590	velo	velo	
108627	176-6-610-1	Spanish	176	pocket	6-610	bolsillo	bolsillo	
108628	176-6-620-1	Spanish	176	button	6-620	botón	botón	
108629	176-6-630-1	Spanish	176	pin	6-630	alfiler	alfiler	
108630	176-6-710-1	Spanish	176	ornament, adornment	6-710	adorno; ornato	adorno	
108631	176-6-710-2	Spanish	176	ornament, adornment	6-710	adorno; ornato	ornato	
108632	176-6-720-1	Spanish	176	jewel	6-720	joya	joya	
108633	176-6-730-1	Spanish	176	ring (for finger)	6-730	anillo; sortija	anillo	
108634	176-6-730-2	Spanish	176	ring (for finger)	6-730	anillo; sortija	sortija	
108635	176-6-740-1	Spanish	176	bracelet	6-740	brazalete; pulsera	brazalete	
108636	176-6-740-2	Spanish	176	bracelet	6-740	brazalete; pulsera	pulsera	
108637	176-6-750-1	Spanish	176	necklace	6-750	collar	collar	
108638	176-6-760-1	Spanish	176	bead	6-760	chaquira; abalorio	chaquira	
108639	176-6-760-2	Spanish	176	bead	6-760	chaquira; abalorio	abalorio	
108640	176-6-770-1	Spanish	176	earring	6-770	arete; aro; pendiente	arete	
108641	176-6-770-2	Spanish	176	earring	6-770	arete; aro; pendiente	aro	
108642	176-6-770-3	Spanish	176	earring	6-770	arete; aro; pendiente	pendiente	
